customer_id,city,pincode,latitude,longitude,customer_rating
80,Indore,560305,25.312415,86.716316,2.7
81,Hyderabad,531891,18.970824,78.407197,2.7
82,Pune,597754,17.432212,77.329098,2.9
83,Patna,582998,13.824426,80.159233,4.8
84,Delhi,546019,23.638066,85.103178,4.5
85,Mumbai,513474,14.343107,75.156349,4.0
86,Hyderabad,523218,27.220674,82.04718,3.7
87,Indore,599598,21.271489,82.898136,4.7
88,Indore,542363,25.82795,82.035479,2.9
89,Hyderabad,561462,19.075329,76.845127,3.2
90,Bangalore,546129,20.11739,76.966526,3.6
91,Bangalore,548331,25.307146,73.227696,4.7
92,Hyderabad,580610,21.505277,78.15172,4.0
93,Bangalore,558947,26.544799,81.146507,3.0
94,Indore,562341,20.021877,87.323558,3.6
95,Delhi,593626,13.349266,82.338033,2.6
96,Lucknow,557595,20.385097,81.756887,3.4
97,Pune,550779,18.54031,77.413874,4.0
98,Delhi,508639,17.275052,80.927411,3.5
99,Pune,594861,25.62506,87.43056,4.0
100,Chennai,543694,13.304032,82.617794,4.8
101,Pune,585990,23.175679,78.271328,4.0
102,Hyderabad,540577,20.942753,82.295892,3.3
103,Chennai,587833,23.245294,87.153738,5.0
104,Patna,512249,22.336397,78.774502,3.4
105,Delhi,540483,14.884207,75.427083,4.9
106,Lucknow,525166,15.624689,74.201046,2.7
107,Hyderabad,566543,24.333996,85.361917,4.7
108,Bangalore,586760,17.38823,84.260922,2.8
109,Jaipur,520218,14.595955,85.301521,4.4
110,Chennai,594526,19.002774,78.573738,4.2
111,Mumbai,558222,21.769527,84.038259,4.5
112,Mumbai,569993,15.826696,87.449546,4.5
113,Mumbai,548213,22.852909,81.12671,3.6
114,Pune,550052,20.046507,78.698573,2.9
115,Mumbai,579254,14.214377,76.000051,4.1
116,Delhi,572684,26.948697,83.382416,3.8
117,Hyderabad,537363,13.342002,74.564997,3.6
118,Patna,519313,25.296747,73.467417,4.8
119,Lucknow,545820,26.887551,78.63835,3.5
120,Delhi,530903,18.178658,73.305687,3.1
121,Delhi,512987,25.426821,82.399371,4.5
122,Chennai,505020,16.59007,85.276185,4.2
123,Chennai,599462,23.288579,79.177624,2.5
124,Hyderabad,502490,16.094783,85.35941,3.9
125,Indore,569176,18.772076,84.418762,3.1
126,Hyderabad,506258,15.815032,82.223228,4.1
127,Hyderabad,514530,25.387004,79.997268,3.8
128,Patna,575372,15.87101,74.297229,3.6
129,Indore,546244,15.849028,78.665082,4.2
130,Hyderabad,568614,27.594472,73.082869,3.8
131,Patna,566535,20.866431,78.24726,3.7
132,Jaipur,548929,16.058404,72.259876,4.5
133,Delhi,531604,23.727056,82.052111,4.4
134,Delhi,517486,12.709371,80.73622,4.5
135,Chennai,589742,19.433966,83.126228,4.1
136,Chennai,508270,23.456721,87.097682,2.6
137,Mumbai,505741,24.657747,86.172646,3.3
138,Pune,567552,18.371585,85.046497,3.7
139,Bangalore,598735,22.350408,76.577774,4.7
140,Bangalore,585948,17.310795,73.9916,3.4
141,Jaipur,597426,19.035786,87.303659,3.3
142,Chennai,565038,23.073096,77.877551,4.5
143,Pune,510828,23.633301,73.262832,4.0
144,Chennai,571496,16.700263,73.641567,3.3
145,Pune,540173,19.134652,83.482607,2.9
146,Lucknow,546077,19.154075,83.62903,4.8
147,Indore,557008,16.392886,87.680436,4.9
148,Hyderabad,587973,22.200201,77.812978,4.5
149,Chennai,504081,14.284471,81.721166,4.5
150,Bangalore,516545,13.075734,84.456246,3.4
151,Jaipur,574349,12.518165,74.455011,3.6
152,Delhi,548760,19.103029,73.230167,2.8
153,Delhi,552171,17.030167,76.459036,4.9
154,Bangalore,596426,14.976769,80.283924,4.8
155,Hyderabad,534311,24.399432,83.264605,3.0
156,Indore,537431,23.10369,87.978061,3.0
157,Chennai,509706,19.232683,86.378864,3.6
158,Hyderabad,589381,27.48098,87.785195,4.2
159,Hyderabad,572089,20.674742,86.261307,4.6
160,Chennai,547381,20.140092,73.941799,3.0
161,Chennai,531029,24.645969,72.420544,3.9
162,Delhi,561263,24.858588,80.826351,4.0
163,Hyderabad,508617,16.948651,87.993521,4.3
164,Patna,553843,24.306633,85.17343,2.7
165,Delhi,584192,13.18664,79.453331,3.8
166,Chennai,572260,22.236703,74.91141,4.9
167,Jaipur,565911,26.571396,72.886606,2.8
168,Chennai,539862,14.634513,77.162572,4.3
169,Delhi,568012,26.318815,85.534939,3.1
170,Patna,535972,14.002725,76.845194,3.8
171,Patna,584015,14.698174,87.065712,2.9
172,Indore,594454,26.432014,77.401913,4.8
173,Bangalore,503718,13.299566,87.17675,4.4
174,Pune,585344,15.372934,81.154195,4.0
175,Bangalore,565278,26.22395,80.72924,4.1
176,Pune,563300,15.918047,84.917589,3.5
177,Lucknow,509564,23.017817,74.529287,3.5
178,Lucknow,526741,17.443081,74.298699,4.7
179,Delhi,596233,27.808374,77.525929,3.5
180,Delhi,567499,20.986419,77.105854,3.7
181,Pune,558929,15.966702,73.548986,3.2
182,Jaipur,580658,18.690156,87.402974,4.8
183,Delhi,575718,23.538055,75.037346,2.9
184,Patna,561186,19.980155,76.936648,2.6
185,Jaipur,566249,19.31569,75.851658,4.0
186,Bangalore,506624,16.501701,81.5603,4.6
187,Lucknow,537453,20.587052,85.554758,3.6
188,Pune,595355,17.852442,78.452065,2.6
189,Bangalore,574747,20.98907,77.80038,3.2
190,Jaipur,566093,19.20567,80.797713,4.6
191,Indore,589181,21.77669,74.058614,2.7
192,Delhi,544444,20.925309,77.849702,2.9
193,Indore,566731,18.422193,72.644078,2.6
194,Delhi,562094,20.309323,74.383051,4.7
195,Chennai,542987,26.9019,77.096481,3.5
196,Indore,596904,25.481631,81.499594,3.8
197,Patna,569774,19.837546,81.006788,3.7
198,Bangalore,548281,17.299833,73.753673,3.5
199,Pune,595069,25.953586,82.068168,4.0
200,Pune,585929,24.526464,84.418592,3.9
201,Bangalore,576483,19.687181,80.387717,4.3
202,Jaipur,519369,25.146581,75.875145,3.9
203,Hyderabad,525006,12.302998,77.01908,2.9
204,Mumbai,553788,20.029112,81.783649,3.7
205,Bangalore,592507,14.20932,75.317467,3.3
206,Lucknow,568875,18.029196,87.306968,3.6
207,Patna,544869,20.740372,82.813897,4.7
208,Pune,579963,19.746882,87.317398,3.2
209,Pune,529473,27.063769,87.716165,4.4
210,Mumbai,590471,23.279812,77.072652,3.4
211,Pune,537721,13.949986,82.825956,3.4
212,Jaipur,545237,27.273742,84.873853,3.2
213,Pune,593603,13.264471,86.784154,4.1
214,Lucknow,528047,15.233088,80.617247,4.8
215,Pune,517992,13.747625,83.854256,3.1
216,Bangalore,587796,26.482947,75.610746,3.1
217,Hyderabad,554172,17.284698,79.558463,4.2
218,Chennai,500679,27.4323,87.646571,2.9
219,Lucknow,562580,22.408619,84.094577,3.2
220,Pune,584659,12.946601,84.2996,4.1
221,Mumbai,570143,23.818984,85.60533,2.6
222,Chennai,554773,26.11592,74.812619,4.8
223,Jaipur,564930,14.980986,83.984051,4.7
224,Pune,504910,12.148275,81.08739,2.8
225,Delhi,537298,19.269585,82.260999,3.8
226,Chennai,566088,19.488332,75.084982,2.8
227,Chennai,595829,19.342632,76.116238,3.0
228,Delhi,538669,21.0845,84.116524,2.9
229,Jaipur,556059,20.244491,73.387804,4.2
230,Chennai,518430,19.639266,86.973206,2.5
231,Jaipur,530870,19.147768,76.271909,3.3
232,Indore,594749,21.166038,76.18485,3.4
233,Mumbai,508142,22.684578,79.44632,2.9
234,Patna,592216,24.317457,83.044646,4.1
235,Pune,548174,21.834007,75.506058,2.8
236,Chennai,559634,23.963757,81.691823,3.5
237,Patna,561712,24.117608,84.83192,4.6
238,Mumbai,589173,24.075833,85.970161,2.7
239,Lucknow,569228,23.260258,73.249644,3.9
240,Bangalore,571781,26.446211,75.234508,3.8
241,Chennai,543007,25.671776,79.069449,4.2
242,Indore,564071,13.455066,80.166006,4.5
243,Lucknow,517294,20.211965,79.308776,2.6
244,Lucknow,588181,24.910646,83.572481,3.5
245,Bangalore,597754,15.486421,73.168472,3.6
246,Hyderabad,570931,27.905979,86.953325,2.7
247,Lucknow,504159,16.593451,74.879701,2.8
248,Jaipur,549081,27.885706,78.119674,4.7
249,Jaipur,549236,13.284,87.42631,4.7
250,Chennai,585660,25.764585,73.898131,5.0
251,Jaipur,569316,14.037553,87.65959,4.6
252,Bangalore,539107,19.408062,83.505504,3.6
253,Jaipur,530102,15.960193,77.538556,3.2
254,Hyderabad,504222,24.951651,78.70785,4.4
255,Bangalore,531544,15.297306,73.614347,2.6
256,Indore,588083,23.25258,72.778821,4.4
257,Jaipur,557535,15.749428,75.476307,4.7
258,Bangalore,518367,20.062334,76.628215,4.5
259,Indore,541799,21.239597,84.360611,4.5
260,Mumbai,539552,26.020133,87.771129,3.8
261,Jaipur,539387,16.402463,80.90749,4.0
262,Chennai,582050,22.860002,80.893611,2.6
263,Delhi,584320,22.74148,84.572874,3.3
264,Jaipur,553511,14.387482,78.023363,4.4
265,Lucknow,531584,25.589455,76.811783,4.3
266,Lucknow,507552,20.998175,87.484579,3.9
267,Chennai,550910,15.885736,75.253388,4.1
268,Lucknow,548637,13.479424,83.593355,3.0
269,Pune,549436,22.778751,81.646753,4.7
270,Mumbai,599837,21.401339,82.743208,3.0
271,Mumbai,543642,16.851008,86.543907,3.0
272,Mumbai,597186,13.877059,87.993152,3.7
273,Mumbai,591177,21.670425,75.27221,4.8
274,Patna,542154,24.408222,78.090588,3.8
275,Delhi,540425,16.184986,80.205065,3.7
276,Hyderabad,594688,19.511847,85.435699,4.8
277,Delhi,541015,18.622883,81.000396,3.1
278,Chennai,502125,16.172386,86.956132,3.9
279,Jaipur,538691,14.438583,77.277845,3.4
280,Mumbai,565444,20.810281,87.095433,3.3
281,Lucknow,594838,22.267111,79.849529,2.9
282,Delhi,522185,14.239336,80.744741,3.0
283,Patna,584123,27.31579,80.383111,4.6
284,Hyderabad,587584,12.77623,72.102141,2.8
285,Mumbai,508908,23.314713,72.146263,3.8
286,Delhi,507923,21.885364,82.668076,4.0
287,Lucknow,586413,19.80567,72.105798,3.9
288,Bangalore,502192,20.470682,76.395852,4.9
289,Bangalore,565826,25.010516,82.784527,4.5
290,Chennai,514026,26.688782,80.390166,3.1
291,Indore,569003,16.038691,77.671058,4.5
292,Hyderabad,548896,27.348765,79.343964,3.1
293,Mumbai,539318,22.944666,85.565874,4.1
294,Bangalore,512255,18.484453,78.034713,3.7
295,Bangalore,592123,14.742137,79.997734,3.6
296,Delhi,574167,27.637268,87.581436,4.7
297,Bangalore,530115,15.382673,85.88987,4.7
298,Lucknow,535532,12.744992,73.189569,4.8
299,Patna,573860,22.529748,74.869672,4.6
300,Bangalore,527152,21.392578,84.036072,4.3
301,Jaipur,510084,16.78843,81.023331,3.9
302,Jaipur,588740,26.344412,77.307677,4.4
303,Chennai,590349,23.586617,80.012686,4.9
304,Bangalore,512803,18.993412,85.418795,3.4
305,Indore,578067,18.347249,84.376879,2.6
306,Pune,559054,19.849655,77.692979,4.9
307,Jaipur,524345,22.875118,82.570751,2.7
308,Indore,538715,24.768883,83.409737,2.7
309,Chennai,549807,23.386834,82.142414,4.3
310,Delhi,547277,13.704815,72.083124,3.3
311,Delhi,599791,16.316263,74.120112,3.0
312,Lucknow,573005,20.87584,78.528707,2.6
313,Delhi,572642,13.489028,81.568701,3.3
314,Jaipur,501617,16.669558,78.204793,2.7
315,Patna,531816,21.151367,74.713327,3.5
316,Chennai,535247,16.8181,79.889983,2.7
317,Jaipur,536170,18.737637,79.747701,2.7
318,Pune,532321,23.534391,79.932839,4.0
319,Lucknow,514021,14.167832,72.108278,3.5
320,Indore,549792,24.865223,77.272667,3.3
321,Indore,517842,16.806965,81.65138,4.2
322,Lucknow,541180,14.842196,78.371833,3.3
323,Lucknow,575481,24.51159,77.21418,3.2
324,Jaipur,547843,13.822205,81.021608,4.0
325,Patna,523583,22.907402,80.801587,4.9
326,Lucknow,592847,15.354374,84.762968,4.6
327,Hyderabad,553627,22.767642,74.226866,3.3
328,Pune,586332,14.466292,78.770047,3.4
329,Lucknow,578372,19.667755,78.412882,3.8
330,Jaipur,571256,12.588243,87.494849,4.3
331,Patna,577833,22.210886,73.359711,4.4
332,Delhi,521802,22.351998,72.708747,5.0
333,Jaipur,598655,17.305547,84.739697,2.8
334,Hyderabad,533913,15.552017,83.949648,3.9
335,Indore,528971,19.132457,78.258147,4.4
336,Indore,590496,20.007453,77.519478,2.6
337,Hyderabad,538722,18.655607,87.387646,2.8
338,Chennai,545656,16.990246,79.285322,3.0
339,Lucknow,545652,19.6186,79.010655,4.2
340,Delhi,508804,16.804225,84.962975,2.8
341,Delhi,584930,13.749803,84.800802,4.8
342,Mumbai,567632,14.791252,74.562171,3.9
343,Lucknow,530389,24.764093,82.076165,3.0
344,Jaipur,551849,12.467076,81.825711,3.0
345,Indore,556302,18.221372,83.27577,3.0
346,Hyderabad,575674,13.628033,85.951669,3.0
347,Delhi,525830,19.320807,76.197654,4.7
348,Patna,583769,17.014466,78.218228,3.5
349,Hyderabad,545603,17.631759,79.325769,2.9
350,Pune,580541,21.442694,82.753761,3.3
351,Mumbai,540026,13.871182,77.972897,2.9
352,Jaipur,554819,21.542813,81.196897,3.6
353,Lucknow,583296,20.598068,86.706576,4.8
354,Chennai,572733,14.669848,76.621356,3.0
355,Lucknow,581187,12.85778,77.744627,2.5
356,Chennai,525575,25.043455,87.421265,3.8
357,Lucknow,553626,22.955147,78.650087,4.6
358,Lucknow,521922,13.32273,72.493771,4.4
359,Pune,504285,16.397647,80.601738,2.9
360,Lucknow,574140,23.880292,84.254713,3.9
361,Hyderabad,575066,13.827306,84.401808,4.6
362,Delhi,571046,25.161775,72.665768,4.3
363,Patna,528644,27.836412,73.638663,4.6
364,Mumbai,539021,25.996958,72.515686,3.2
365,Hyderabad,557549,25.844648,73.878176,4.5
366,Mumbai,596680,21.406782,77.610093,4.3
367,Jaipur,521755,21.858419,84.557589,4.5
368,Bangalore,574720,17.613048,76.49736,3.8
369,Delhi,592281,16.682155,81.163769,4.9
370,Patna,589037,25.042894,74.169423,4.4
371,Jaipur,507770,27.87978,85.872761,2.8
372,Chennai,532725,14.339895,77.153547,3.1
373,Jaipur,564154,14.274746,82.118432,4.1
374,Jaipur,559243,13.20826,84.713578,4.4
375,Jaipur,567582,23.996838,83.115258,4.7
376,Lucknow,563968,17.236628,72.039569,4.4
377,Hyderabad,595804,27.554405,82.157449,4.2
378,Hyderabad,570048,18.363454,87.490057,4.6
379,Lucknow,535197,17.165842,76.537489,3.9
380,Chennai,574205,25.638761,84.612858,4.7
381,Bangalore,506021,13.593196,84.542236,3.6
382,Hyderabad,520707,19.060575,72.010815,4.9
383,Mumbai,590255,26.550515,86.114364,3.3
384,Pune,512234,22.473407,76.006228,3.4
385,Chennai,506787,18.341465,76.888148,4.2
386,Mumbai,556260,22.487764,83.259169,2.5
387,Lucknow,510215,14.123197,75.619054,4.2
388,Bangalore,501056,23.129554,85.073744,5.0
389,Jaipur,590968,14.114802,73.133253,3.5
390,Hyderabad,513526,17.013624,86.095824,2.8
391,Chennai,584092,27.887042,74.285649,3.8
392,Bangalore,579995,22.400323,79.041591,4.3
393,Chennai,553963,21.857216,79.078142,3.0
394,Hyderabad,518351,24.03913,81.433183,3.5
395,Jaipur,541222,24.657227,75.964582,4.1
396,Mumbai,572534,21.615985,83.538874,3.2
397,Bangalore,586298,26.013235,75.287131,4.0
398,Mumbai,598021,18.268016,82.338716,4.5
399,Mumbai,564865,18.174169,75.857308,4.1
400,Hyderabad,569243,26.219592,72.193072,3.4
401,Delhi,517299,18.189412,85.423573,3.6
402,Patna,589514,14.764325,79.536234,5.0
403,Hyderabad,502187,21.397816,72.220695,3.0
404,Bangalore,552163,20.10577,82.057131,3.8
405,Jaipur,555518,23.22897,73.318845,3.8
406,Indore,520012,16.439484,76.95851,3.8
407,Mumbai,520365,20.582243,78.251704,4.1
408,Hyderabad,540654,23.178814,83.679334,4.6
409,Bangalore,532044,13.379405,78.951737,3.6
410,Indore,507212,16.948641,83.867096,4.4
411,Hyderabad,501660,23.32641,83.223994,2.9
412,Delhi,568551,20.275565,85.16011,3.1
413,Delhi,516637,23.996422,85.975361,4.3
414,Hyderabad,503847,17.360176,78.869193,3.8
415,Pune,593365,27.600809,82.040525,3.7
416,Patna,547202,12.887026,85.749757,2.9
417,Chennai,533438,24.373263,86.308295,4.2
418,Hyderabad,529937,23.852479,72.041096,4.6
419,Bangalore,532053,12.735704,77.823624,4.8
420,Chennai,504635,20.845837,86.623163,4.4
421,Jaipur,529427,17.148832,78.660106,4.3
422,Pune,510208,21.144575,73.910415,4.2
423,Bangalore,523507,15.570961,80.252386,2.6
424,Jaipur,509034,26.03186,85.856516,4.4
425,Pune,542899,13.382168,79.307939,3.4
426,Pune,573899,24.552115,83.833216,3.1
427,Delhi,577554,27.549724,87.964594,4.4
428,Patna,599677,24.735577,74.409062,4.8
429,Bangalore,530539,20.664723,82.175069,4.2
430,Bangalore,543911,12.023393,82.516862,4.6
431,Pune,513624,15.28311,87.729852,3.5
432,Bangalore,518661,23.38644,73.488426,4.8
433,Patna,554140,23.213551,77.959872,4.9
434,Hyderabad,576122,13.529232,74.136222,4.5
435,Hyderabad,577580,21.085132,78.959726,4.9
436,Mumbai,538230,16.175855,77.040143,4.5
437,Delhi,541688,19.244126,75.73778,4.9
438,Chennai,576638,13.743565,73.690524,3.6
439,Delhi,553282,13.931788,77.732599,4.4
440,Lucknow,540410,19.413546,85.639715,2.7
441,Pune,592367,23.150048,72.645277,4.6
442,Delhi,519441,13.459406,75.971501,3.4
443,Patna,506416,22.834934,76.162669,5.0
444,Bangalore,553004,25.673621,80.89526,3.9
445,Hyderabad,560560,13.630518,84.700956,2.8
446,Bangalore,529135,14.091444,85.178775,3.4
447,Hyderabad,576326,21.3779,86.678857,2.7
448,Hyderabad,525919,26.439937,79.094901,2.8
449,Delhi,516059,12.683141,79.375919,2.9
450,Indore,556774,25.146966,78.319979,2.6
451,Jaipur,522650,17.663092,86.532867,3.2
452,Lucknow,519481,12.554391,81.906825,3.1
453,Pune,565390,18.591875,80.811019,2.7
454,Pune,550202,14.195776,75.191325,4.7
455,Patna,532656,22.09207,84.834689,4.5
456,Jaipur,593502,17.745794,80.712285,3.7
457,Indore,565849,17.145671,76.326971,2.6
458,Indore,528707,12.468855,84.97103,3.2
459,Lucknow,569393,17.718926,81.343823,3.1
460,Chennai,513124,15.965713,75.858445,3.8
461,Bangalore,528758,21.211074,87.722634,3.5
462,Chennai,523081,15.784818,77.08807,4.3
463,Delhi,577537,12.451305,83.208973,4.9
464,Indore,518625,21.009742,75.011739,5.0
465,Lucknow,571057,16.944849,79.846983,2.7
466,Mumbai,578861,15.500943,80.423176,2.5
467,Indore,526406,24.903127,77.452145,2.9
468,Delhi,507806,12.350606,81.385747,4.8
469,Hyderabad,568982,25.770711,87.36894,3.4
470,Jaipur,576810,13.616515,76.828242,2.8
471,Chennai,595990,27.179097,84.66948,4.9
472,Delhi,522833,23.314927,80.991637,4.7
473,Indore,546769,15.571795,81.423202,2.9
474,Pune,596206,23.015975,74.037574,4.3
475,Indore,551327,25.612111,84.333286,3.9
476,Chennai,578956,17.091471,84.940911,4.0
477,Indore,513645,26.987005,74.250294,4.4
478,Mumbai,545457,27.718074,74.686199,4.7
479,Hyderabad,592925,22.720393,83.668575,3.3
480,Bangalore,534761,15.354949,83.090817,3.4
481,Hyderabad,594426,12.020499,78.174994,4.3
482,Chennai,554266,19.889312,78.059401,3.9
483,Hyderabad,562847,24.61968,81.248888,4.4
484,Mumbai,521319,19.220599,84.787113,2.6
485,Bangalore,541774,16.178043,73.675601,3.4
486,Jaipur,521090,23.711761,80.75274,4.7
487,Hyderabad,544295,21.504489,81.818316,3.7
488,Bangalore,556534,27.079076,74.639955,4.7
489,Chennai,507019,13.620125,75.288808,3.0
490,Patna,594638,26.809178,80.642007,4.2
491,Pune,531135,13.534655,78.286435,3.9
492,Lucknow,520131,12.872078,72.061049,2.7
493,Indore,562957,15.194797,72.411771,2.9
494,Pune,510739,19.57713,73.848143,4.5
495,Lucknow,564106,26.31804,76.24007,4.1
496,Jaipur,524232,17.936328,78.103123,3.0
497,Bangalore,534510,19.035847,76.214413,4.6
498,Indore,508079,14.418091,83.143535,2.7
499,Delhi,570968,18.623786,84.10331,3.1
500,Bangalore,550738,25.094483,78.698113,3.8
501,Lucknow,575066,26.106462,79.620196,2.7
502,Bangalore,565811,21.139519,80.269078,3.9
503,Indore,519326,13.92451,84.11502,2.9
504,Chennai,527772,24.935372,74.018976,3.6
505,Jaipur,526465,27.956308,82.035619,4.6
506,Pune,541910,26.572872,86.626783,2.7
507,Jaipur,572923,18.35768,77.218029,3.2
508,Lucknow,501620,24.58481,81.968927,3.8
509,Jaipur,514748,18.631078,74.371196,4.0
510,Hyderabad,513845,21.00294,73.615847,3.2
511,Patna,545071,26.046297,76.226186,4.1
512,Indore,579817,19.568746,74.755196,3.5
513,Indore,579777,22.893006,78.427518,3.5
514,Delhi,590507,15.801269,83.931997,4.8
515,Delhi,502651,17.405857,84.698433,3.3
516,Lucknow,591250,22.957632,87.559946,3.1
517,Pune,597481,19.08977,85.213173,3.2
518,Jaipur,579295,22.328877,75.006971,3.0
519,Jaipur,597117,19.751365,80.264023,3.4
520,Bangalore,567537,24.663846,73.049871,4.3
521,Jaipur,517779,24.488263,80.388579,3.9
522,Chennai,525265,26.002889,75.211628,2.6
523,Bangalore,559827,12.808949,77.766001,3.0
524,Delhi,560846,20.082022,82.166557,2.8
525,Bangalore,531711,17.959468,81.504697,2.9
526,Lucknow,576923,20.82134,77.507984,4.6
527,Pune,598167,25.293923,73.446271,2.6
528,Bangalore,521352,25.661141,84.477282,3.0
529,Mumbai,584853,15.601793,75.307696,4.1
530,Patna,502628,25.834079,87.474214,4.2
531,Lucknow,517342,22.357945,81.618271,2.5
532,Pune,579736,24.881369,76.887355,4.9
533,Pune,555549,26.327728,85.625379,3.6
534,Mumbai,561171,16.834321,80.330206,4.1
535,Indore,513410,12.117561,87.99087,4.9
536,Delhi,573591,22.357474,81.744802,3.2
537,Hyderabad,563142,13.021393,87.813775,4.1
538,Pune,534229,22.497914,87.235005,4.1
539,Mumbai,519651,20.276697,75.844833,2.6
540,Indore,552965,22.568485,82.892092,4.3
541,Lucknow,538745,16.15082,78.697051,3.5
542,Bangalore,576418,23.329103,81.152679,3.0
543,Mumbai,589957,20.554162,84.558353,4.8
544,Delhi,566494,16.803117,74.719787,4.1
545,Patna,523741,16.700545,79.532494,4.4
546,Patna,599997,26.601996,87.150774,4.7
547,Hyderabad,529131,17.684534,83.907359,3.3
548,Delhi,548717,16.168948,76.704818,4.6
549,Lucknow,507035,25.862294,81.337194,4.9
550,Hyderabad,561894,26.230817,80.007638,4.7
551,Jaipur,569446,16.773692,72.864992,4.6
552,Chennai,526253,17.482718,87.795066,4.7
553,Lucknow,518772,17.062135,83.450695,4.4
554,Lucknow,543598,22.096524,74.829188,4.1
555,Bangalore,559251,16.376446,84.179092,2.9
556,Chennai,564169,24.563374,84.476039,2.8
557,Jaipur,583032,18.870556,78.864407,3.7
558,Bangalore,504944,20.540522,83.690545,4.9
559,Delhi,599201,25.331659,75.049227,4.2
560,Mumbai,529657,23.096396,77.509596,2.8
561,Jaipur,565973,21.418731,74.672323,4.6
562,Pune,538119,19.294821,80.324615,3.8
563,Jaipur,590017,27.927559,77.483725,4.8
564,Delhi,598319,15.014817,87.16935,4.8
565,Jaipur,502506,15.654693,83.634701,2.8
566,Bangalore,577292,20.074137,73.970592,4.3
567,Bangalore,549177,26.024706,76.092627,3.8
568,Bangalore,577846,27.914884,82.591519,4.1
569,Bangalore,506322,23.035996,78.668409,3.5
570,Patna,533126,19.590341,74.450034,4.2
571,Bangalore,539467,18.733943,73.615678,3.8
572,Indore,579381,23.211622,78.701212,4.7
